,Quote_dt,discount,Home_policy_ind,state_id,quoted_amt,Prior_carrier_grp,credit_score,Cov_package_type,CAT_zone,policy_id,number_drivers,num_loaned_veh,num_owned_veh,num_leased_veh,total_number_veh,convert_ind,primary_parking
22040,2018-10-30,No,N,CT,$989,Carrier_4,758.0,Medium,2.0,policy_5263,3,1,1,1,3,0.0,unknown
22041,2016-02-27,Yes,N,GA,"$31,030",Other,600.0,High,4.0,policy_33441,2,1,1,1,3,0.0,unknown
22043,2016-09-21,No,N,FL,"$3,710",Carrier_8,560.0,Medium,1.0,policy_23949,2,1,2,0,3,1.0,unknown
22044,2015-08-01,No,N,NY,"$5,426",Carrier_2,600.0,Medium,2.0,policy_71613,1,1,2,0,3,1.0,parking garage
22045,2018-08-13,No,N,NY,"$2,361",Carrier_8,651.0,Medium,4.0,policy_89862,1,1,3,0,4,0.0,unknown
22047,2015-02-01,Yes,Y,MN,"$2,070",Carrier_6,757.0,Medium,3.0,policy_35312,1,1,2,0,3,1.0,unknown
22048,2016-11-28,No,N,NJ,"$1,176",Carrier_1,773.0,Medium,3.0,policy_56200,3,2,1,1,4,0.0,unknown
22050,2018-10-21,No,N,NY,"$3,381",Carrier_6,665.0,Medium,2.0,policy_71343,1,0,1,0,1,0.0,unknown
22051,2018-01-31,No,N,NY,"$10,663",Carrier_1,576.0,High,2.0,policy_65243,3,1,2,0,3,0.0,parking garage
22052,2015-09-19,No,N,MN,"$4,094",Carrier_2,740.0,Medium,2.0,policy_40579,2,1,2,0,3,0.0,unknown
22053,2018-09-10,No,N,CT,"$5,695",Carrier_2,666.0,Medium,1.0,policy_1895,4,0,1,0,1,0.0,unknown
22054,2015-06-17,Yes,Y,FL,"$3,092",Carrier_5,638.0,Low,2.0,policy_29696,4,3,1,0,4,0.0,unknown
22055,2015-10-20,No,N,NJ,"$2,416",Carrier_2,651.0,Low,2.0,policy_49974,1,0,1,0,1,1.0,home/driveway
22056,2016-12-13,Yes,N,NJ,"$2,488",Carrier_6,593.0,Medium,2.0,policy_51968,1,1,1,1,3,1.0,home/driveway
22057,2015-04-29,No,N,FL,"$1,333",Carrier_8,708.0,Low,2.0,policy_24910,1,1,1,1,3,0.0,unknown
22058,2018-10-20,No,N,FL,"$2,823",Carrier_7,630.0,Medium,4.0,policy_9543,3,2,3,0,5,0.0,unknown
22059,2015-02-19,Yes,Y,NY,"$20,454",Other,505.0,High,5.0,policy_73446,1,1,1,0,2,1.0,unknown
22061,2018-11-29,No,N,NY,"$5,413",Carrier_4,633.0,High,4.0,policy_91115,1,1,1,2,4,1.0,unknown
22063,2015-05-15,No,N,NJ,"$1,195",Carrier_6,787.0,Low,1.0,policy_40698,1,2,1,1,4,0.0,unknown
22067,2016-12-27,No,N,FL,"$6,247",Carrier_6,509.0,High,1.0,policy_8231,1,1,1,1,3,0.0,unknown
22069,2018-03-22,No,N,GA,"$11,709",Carrier_2,526.0,High,4.0,policy_30518,1,1,1,0,2,0.0,unknown
22070,2017-04-29,No,N,MN,"$1,518",Carrier_5,684.0,Low,2.0,policy_39812,1,2,1,0,3,0.0,unknown
22071,2018-08-09,No,N,MN,"$1,417",Carrier_5,773.0,Low,1.0,policy_38920,1,2,2,0,4,0.0,unknown
22073,2015-12-12,No,N,NJ,"$1,709",Carrier_6,799.0,Low,2.0,policy_53385,3,3,3,1,7,0.0,unknown
22074,2016-12-21,No,N,NY,"$4,070",Carrier_8,591.0,Medium,3.0,policy_75867,2,3,1,0,4,1.0,unknown
22076,2018-01-16,No,N,NJ,"$2,494",Carrier_5,682.0,Medium,3.0,policy_47504,1,1,1,1,3,0.0,unknown
22077,2015-10-29,No,N,NY,"$10,406",Carrier_4,605.0,Medium,3.0,policy_83008,1,2,2,0,4,1.0,unknown
22079,2015-02-04,Yes,Y,NJ,"$6,123",Carrier_5,542.0,Medium,5.0,policy_44337,1,1,2,0,3,0.0,unknown
22080,2016-02-19,No,N,NY,"$6,838",Carrier_6,519.0,Medium,3.0,policy_91478,3,0,2,0,2,0.0,unknown
22081,2016-05-03,Yes,N,NY,"$4,153",Carrier_1,654.0,High,3.0,policy_64182,2,2,1,1,4,0.0,home/driveway
22083,2015-10-13,No,N,MN,"$3,404",Carrier_5,643.0,Low,1.0,policy_38542,1,1,1,1,3,0.0,parking garage
22084,2016-03-21,No,N,FL,"$4,060",Carrier_1,624.0,Low,3.0,policy_26395,2,0,2,0,2,0.0,parking garage
22088,2015-08-13,No,N,WI,"$17,720",Other,552.0,Medium,2.0,policy_95473,5,0,1,0,1,0.0,home/driveway
22091,2018-10-29,No,N,GA,"$37,551",Carrier_7,553.0,High,4.0,policy_31773,3,2,1,0,3,0.0,unknown
22092,2017-12-10,Yes,Y,NY,"$3,970",Carrier_4,638.0,Low,1.0,policy_91487,1,0,1,2,3,0.0,unknown
22093,2016-08-18,No,N,FL,"$7,787",Carrier_5,542.0,High,2.0,policy_29966,5,2,1,0,3,0.0,unknown
22094,2015-09-04,No,N,NY,"$2,719",Carrier_5,563.0,Medium,4.0,policy_85457,2,1,1,2,4,0.0,unknown
22095,2015-09-07,No,N,WI,"$3,981",Carrier_1,657.0,Low,1.0,policy_97345,5,2,2,0,4,0.0,unknown
22096,2016-08-18,Yes,N,NY,"$4,626",Carrier_8,723.0,Medium,2.0,policy_91885,3,1,1,0,2,0.0,unknown
22100,2017-02-09,No,N,NY,"$1,516",Carrier_3,728.0,Low,1.0,policy_83887,2,0,1,0,1,0.0,unknown
22101,2018-04-10,Yes,N,NY,"$7,544",Carrier_1,548.0,Medium,2.0,policy_92241,3,2,1,0,3,0.0,unknown
22105,2018-12-25,No,N,NJ,"$3,346",Carrier_6,606.0,Medium,3.0,policy_52315,2,3,1,1,5,0.0,parking garage
22106,2018-02-06,Yes,Y,GA,"$22,763",Carrier_2,651.0,Medium,2.0,policy_32326,1,2,1,2,5,0.0,parking garage
22108,2016-07-14,No,N,GA,"$14,777",Carrier_5,546.0,High,5.0,policy_31383,2,1,1,0,2,0.0,unknown
22109,2018-07-24,No,N,FL,"$3,558",Carrier_5,645.0,Medium,4.0,policy_15272,1,2,1,0,3,0.0,home/driveway
22110,2018-07-23,Yes,Y,NY,"$6,909",Carrier_5,493.0,Medium,2.0,policy_77863,2,1,3,0,4,0.0,unknown
22112,2015-01-23,No,N,NJ,$571,Carrier_3,711.0,Low,2.0,policy_59999,1,1,2,0,3,0.0,parking garage
22113,2015-04-28,No,N,FL,"$1,696",Carrier_5,759.0,Low,1.0,policy_7941,3,2,2,1,5,0.0,unknown
22114,2016-10-18,No,N,GA,"$10,802",Carrier_3,514.0,High,4.0,policy_34509,1,1,1,0,2,0.0,home/driveway
22115,2017-06-26,Yes,Y,NJ,"$3,217",Carrier_4,595.0,Medium,2.0,policy_42375,4,2,2,0,4,0.0,unknown
22116,2016-09-12,No,N,NJ,"$1,307",Carrier_1,770.0,Low,2.0,policy_60952,2,0,1,1,2,0.0,unknown
22117,2018-08-29,No,N,NJ,"$4,166",Carrier_3,596.0,Medium,3.0,policy_54493,5,1,1,0,2,0.0,unknown
22119,2018-08-24,Yes,Y,NJ,"$1,218",Carrier_4,763.0,Medium,1.0,policy_42291,2,2,1,1,4,0.0,unknown
22121,2015-03-16,Yes,N,NJ,"$2,426",Carrier_1,625.0,Medium,2.0,policy_40784,1,1,1,0,2,1.0,unknown
22122,2016-11-25,Yes,Y,MN,$436,Carrier_5,772.0,Low,1.0,policy_40545,3,2,2,2,6,1.0,unknown
22123,2018-08-01,No,N,FL,"$3,549",Carrier_7,657.0,High,5.0,policy_19949,2,1,2,0,3,0.0,unknown
22124,2018-02-17,Yes,Y,AL,"$30,148",Carrier_1,577.0,High,5.0,policy_1308,3,1,2,1,4,0.0,home/driveway
22125,2018-11-30,No,N,NY,"$1,648",Carrier_8,783.0,High,5.0,policy_91193,5,0,3,0,3,0.0,unknown
22126,2015-12-05,No,N,FL,"$1,263",Carrier_2,767.0,Low,4.0,policy_26912,1,1,1,0,2,0.0,street
22128,2016-06-23,No,N,NY,"$6,198",Carrier_2,605.0,High,3.0,policy_79985,1,0,1,0,1,0.0,unknown
22130,2016-09-25,Yes,Y,NY,"$7,850",Carrier_8,588.0,Medium,3.0,policy_74706,3,0,2,0,2,0.0,unknown
22132,2017-01-15,No,N,NY,"$8,631",Carrier_1,572.0,High,5.0,policy_74745,1,1,1,1,3,0.0,unknown
22133,2018-04-11,No,N,GA,"$23,372",Carrier_2,544.0,High,2.0,policy_30994,2,1,2,1,4,0.0,unknown
22135,2016-11-14,No,N,NY,"$4,481",Carrier_8,560.0,Low,4.0,policy_86503,2,2,1,0,3,0.0,unknown
22136,2018-05-30,No,N,NY,"$4,241",Carrier_6,657.0,Medium,3.0,policy_67521,1,1,2,0,3,1.0,parking garage
22137,2016-02-12,No,N,NY,"$9,079",Carrier_7,573.0,Medium,3.0,policy_93750,3,0,1,0,1,0.0,unknown
22138,2015-02-22,No,N,FL,"$2,453",Carrier_5,661.0,Medium,2.0,policy_16298,1,0,2,0,2,0.0,unknown
22139,2016-01-04,No,N,FL,"$2,904",Carrier_7,687.0,Low,1.0,policy_19808,3,0,3,1,4,0.0,home/driveway
22141,2016-12-07,Yes,Y,NJ,$918,Carrier_1,729.0,High,4.0,policy_61105,1,0,1,1,2,0.0,unknown
22143,2015-05-24,No,N,WI,"$7,560",Carrier_7,535.0,High,4.0,policy_97976,1,1,2,0,3,0.0,unknown
22144,2015-01-29,Yes,Y,NY,"$6,112",Carrier_7,591.0,Medium,4.0,policy_73024,2,0,1,0,1,1.0,unknown
22145,2018-12-28,Yes,N,NY,"$4,835",Carrier_1,633.0,Medium,3.0,policy_69304,1,3,2,0,5,0.0,unknown
22147,2015-05-20,Yes,Y,MN,"$3,423",Carrier_5,644.0,Low,1.0,policy_37919,3,1,2,1,4,0.0,parking garage
22148,2016-04-14,Yes,Y,CT,"$2,481",Carrier_2,664.0,Medium,3.0,policy_3791,2,2,2,1,5,0.0,unknown
22152,2017-01-12,No,N,AL,"$14,345",Other,542.0,High,1.0,policy_569,2,2,1,0,3,0.0,unknown
22156,2018-11-13,No,N,WI,"$17,552",Carrier_8,518.0,High,1.0,policy_98688,2,2,3,1,6,0.0,unknown
22157,2016-02-28,Yes,Y,NY,"$5,836",Carrier_3,669.0,Medium,2.0,policy_70389,1,1,2,1,4,0.0,unknown
22159,2016-07-22,No,N,FL,"$3,804",Carrier_4,719.0,Low,2.0,policy_22411,3,1,2,0,3,0.0,unknown
22160,2018-03-08,No,N,NY,"$2,385",Carrier_1,712.0,Medium,2.0,policy_74055,2,0,2,0,2,1.0,unknown
22161,2018-08-30,Yes,N,FL,"$1,461",Carrier_1,667.0,Medium,5.0,policy_27734,3,0,1,0,1,0.0,unknown
22163,2016-11-14,No,N,NY,"$5,059",Carrier_8,698.0,High,4.0,policy_70821,3,2,2,0,4,0.0,unknown
22165,2016-08-14,No,N,GA,"$25,592",Carrier_8,557.0,High,5.0,policy_30889,1,1,1,0,2,0.0,unknown
22166,2015-01-27,No,N,NJ,"$1,280",Carrier_4,759.0,High,2.0,policy_43902,3,1,1,1,3,0.0,unknown
22168,2015-03-05,No,N,NY,"$2,843",Carrier_3,715.0,Low,1.0,policy_85192,1,0,2,1,3,0.0,unknown
22169,2015-11-25,No,N,NY,"$2,117",Carrier_1,670.0,Medium,2.0,policy_88300,5,1,1,0,2,0.0,unknown
22170,2018-08-06,No,N,NJ,$811,Carrier_6,764.0,Low,1.0,policy_46507,2,1,2,1,4,0.0,unknown
22172,2016-02-17,No,N,MN,"$3,105",Carrier_7,619.0,High,5.0,policy_37961,1,3,2,1,6,0.0,unknown
22175,2016-06-29,No,N,FL,"$3,292",Carrier_6,660.0,Medium,5.0,policy_30051,3,2,2,0,4,0.0,unknown
22179,2018-02-17,Yes,Y,NJ,"$1,108",Carrier_6,742.0,Low,1.0,policy_42520,2,0,1,0,1,0.0,unknown
22180,2015-09-21,No,N,FL,"$7,076",Carrier_5,601.0,Medium,1.0,policy_12277,2,0,1,0,1,0.0,unknown
22181,2016-01-12,No,N,NJ,"$2,402",Carrier_4,673.0,Medium,3.0,policy_49027,1,1,2,0,3,0.0,unknown
22182,2016-06-06,No,N,FL,"$1,552",Carrier_4,745.0,Medium,3.0,policy_24335,3,2,2,1,5,0.0,unknown
22185,2015-08-10,No,N,NY,"$5,005",Carrier_3,663.0,High,4.0,policy_84921,1,0,1,1,2,0.0,unknown
22186,2017-01-25,No,N,NY,"$4,388",Carrier_8,637.0,Low,2.0,policy_69978,1,1,2,0,3,0.0,unknown
22187,2015-02-24,No,N,NJ,"$1,692",Carrier_1,767.0,Low,2.0,policy_59020,2,1,2,1,4,0.0,unknown
22188,2018-01-02,No,N,NJ,"$1,960",Carrier_4,763.0,Low,1.0,policy_42393,1,0,1,0,1,0.0,unknown
22189,2017-09-25,No,N,NY,"$7,258",Carrier_3,540.0,Low,1.0,policy_75957,1,3,1,0,4,0.0,street
22190,2016-07-27,No,N,CT,"$4,857",Carrier_2,654.0,Low,2.0,policy_2829,1,1,3,2,6,0.0,unknown
22191,2017-09-19,No,N,FL,"$4,010",Carrier_4,595.0,High,3.0,policy_13424,4,0,1,2,3,0.0,home/driveway
22192,2018-01-14,Yes,Y,WI,"$16,660",Carrier_2,492.0,High,4.0,policy_98509,1,1,2,0,3,0.0,parking garage
22194,2015-07-26,No,N,NJ,"$1,985",Carrier_5,690.0,Medium,1.0,policy_45853,1,1,2,0,3,0.0,unknown
22195,2018-02-23,No,N,NY,"$4,414",Carrier_8,679.0,Low,1.0,policy_65769,3,2,2,0,4,0.0,unknown
22196,2017-09-28,No,N,NY,"$3,535",Carrier_5,601.0,Low,1.0,policy_83459,2,0,1,2,3,0.0,parking garage
22197,2016-07-26,No,N,NY,"$5,604",Carrier_4,655.0,Medium,3.0,policy_94332,3,0,1,1,2,0.0,unknown
22198,2015-07-02,Yes,N,WI,"$21,002",Carrier_2,567.0,High,4.0,policy_97853,3,2,3,1,6,0.0,unknown
22200,2015-12-11,No,N,NY,"$4,034",Carrier_1,610.0,Medium,2.0,policy_66800,6,3,1,1,5,0.0,unknown
22201,2015-10-18,Yes,N,NY,"$3,811",Carrier_3,627.0,Medium,1.0,policy_76009,2,1,1,0,2,0.0,unknown
22202,2016-07-27,No,N,FL,"$7,029",Carrier_8,488.0,Medium,4.0,policy_16678,2,1,3,0,4,0.0,home/driveway
22204,2016-07-08,No,N,NY,"$8,252",Carrier_3,554.0,High,5.0,policy_66429,5,2,1,1,4,0.0,unknown
22206,2016-06-02,Yes,Y,WI,"$13,044",Carrier_6,590.0,High,5.0,policy_96262,2,1,2,0,3,0.0,parking garage
22211,2016-11-22,No,N,FL,"$4,682",Carrier_2,588.0,Medium,2.0,policy_27900,3,0,1,1,2,0.0,unknown
22212,2015-10-09,No,N,MN,"$5,517",Carrier_5,667.0,High,5.0,policy_35244,2,3,3,1,7,0.0,unknown
22213,2016-03-19,No,N,NY,"$10,659",Carrier_6,501.0,High,5.0,policy_68883,3,0,2,0,2,0.0,unknown
22217,2018-06-19,No,N,CT,"$1,933",Carrier_1,755.0,Low,2.0,policy_3338,2,2,2,0,4,0.0,home/driveway
22218,2015-08-14,No,N,NJ,"$2,449",Carrier_4,690.0,Medium,2.0,policy_51724,3,1,2,1,4,0.0,unknown
22219,2018-10-27,Yes,N,NJ,$615,Carrier_2,752.0,Low,4.0,policy_46742,2,0,1,1,2,0.0,home/driveway
22220,2018-06-30,No,N,AL,"$5,025",Carrier_1,629.0,Medium,3.0,policy_662,3,1,2,1,4,0.0,home/driveway
22221,2017-08-13,No,N,NY,"$8,039",Carrier_8,558.0,High,5.0,policy_70506,1,2,1,1,4,0.0,unknown
22224,2016-03-26,No,N,NY,"$5,538",Carrier_3,611.0,Medium,3.0,policy_77491,3,1,1,1,3,1.0,unknown
22225,2016-04-22,Yes,N,FL,"$1,708",Carrier_2,777.0,Low,1.0,policy_27744,2,1,2,0,3,0.0,unknown
22226,2018-11-07,No,N,AL,"$28,468",Carrier_7,547.0,High,5.0,policy_1033,2,1,1,0,2,0.0,home/driveway
22228,2016-01-28,No,N,NJ,"$2,127",Carrier_5,568.0,Low,4.0,policy_41006,2,0,2,0,2,0.0,unknown
22230,2016-02-13,No,N,NJ,"$2,054",Carrier_6,664.0,Medium,2.0,policy_56480,3,0,1,2,3,0.0,street
22231,2016-12-28,No,N,FL,$763,Carrier_2,738.0,Low,2.0,policy_9807,3,3,1,2,6,0.0,unknown
22232,2018-06-19,No,N,FL,"$2,270",Carrier_5,707.0,Medium,2.0,policy_29000,2,1,2,1,4,0.0,unknown
22234,2016-04-16,No,N,NJ,"$3,517",Carrier_3,641.0,Low,2.0,policy_46517,2,1,2,2,5,0.0,unknown
22236,2018-07-16,No,N,WI,"$7,101",Carrier_1,610.0,High,1.0,policy_95769,1,1,2,0,3,0.0,unknown
22238,2017-09-18,Yes,Y,NJ,"$2,380",Carrier_6,634.0,Low,1.0,policy_54439,2,1,2,0,3,0.0,unknown
22239,2018-01-13,Yes,N,NY,"$11,066",Carrier_1,529.0,High,5.0,policy_68921,5,1,2,1,4,0.0,unknown
22240,2017-01-03,No,N,NJ,"$3,497",Carrier_5,662.0,Medium,3.0,policy_46414,1,2,3,0,5,0.0,unknown
22242,2015-12-24,No,N,NY,"$3,080",Carrier_6,574.0,Low,3.0,policy_82942,2,1,3,0,4,0.0,parking garage
22243,2016-11-28,No,N,NJ,"$2,053",Carrier_7,709.0,Medium,2.0,policy_48347,1,1,2,0,3,0.0,street
22244,2017-05-04,No,N,NY,"$7,687",Carrier_8,470.0,Medium,2.0,policy_62459,2,1,2,0,3,0.0,unknown
22245,2018-10-01,No,N,FL,"$6,577",Carrier_7,609.0,High,5.0,policy_7532,1,0,1,0,1,0.0,home/driveway
22247,2015-11-09,No,N,AL,"$22,369",Carrier_8,522.0,High,4.0,policy_1665,5,1,1,0,2,0.0,unknown
22248,2015-04-21,Yes,N,MN,"$3,786",Carrier_1,649.0,Medium,5.0,policy_38229,1,1,2,2,5,0.0,unknown
22249,2015-01-15,Yes,Y,FL,"$2,630",Carrier_5,646.0,High,2.0,policy_19786,1,1,1,2,4,0.0,unknown
22250,2016-11-05,Yes,Y,MN,$422,Carrier_6,728.0,Medium,1.0,policy_37672,2,1,1,0,2,0.0,unknown
22251,2015-09-15,Yes,N,FL,"$6,226",Carrier_2,547.0,High,5.0,policy_30072,5,1,3,2,6,0.0,unknown
22252,2015-07-23,No,N,WI,"$5,126",Carrier_4,637.0,Low,2.0,policy_96836,3,2,2,0,4,0.0,parking garage
22254,2015-12-08,No,N,NY,"$4,832",Carrier_5,670.0,Medium,3.0,policy_79074,2,1,1,0,2,0.0,unknown
22255,2017-06-14,No,N,NJ,"$2,412",Carrier_5,675.0,High,4.0,policy_59019,1,1,2,1,4,0.0,home/driveway
22256,2015-10-06,Yes,Y,FL,"$9,763",Carrier_2,517.0,Low,2.0,policy_20272,2,1,1,1,3,1.0,parking garage
22257,2015-08-29,Yes,N,NY,"$17,559",Other,479.0,Medium,3.0,policy_63637,1,2,2,0,4,0.0,unknown
22259,2018-03-13,Yes,Y,NJ,"$2,254",Carrier_8,608.0,High,5.0,policy_54775,4,3,1,0,4,0.0,unknown
22260,2018-09-09,No,N,NY,"$6,970",Carrier_3,604.0,High,4.0,policy_73749,2,1,1,0,2,0.0,unknown
22262,2018-02-26,No,N,FL,"$2,909",Carrier_1,620.0,Medium,4.0,policy_13873,1,0,1,0,1,0.0,unknown
22264,2015-10-08,No,N,NY,"$2,281",Carrier_1,631.0,Low,1.0,policy_85829,1,3,1,0,4,1.0,unknown
22265,2018-04-04,No,N,WI,"$12,942",Carrier_8,551.0,Medium,4.0,policy_95281,1,0,2,1,3,0.0,home/driveway
22266,2018-08-13,Yes,Y,NJ,$931,Carrier_5,688.0,Low,1.0,policy_57877,1,3,1,0,4,0.0,unknown
22267,2017-05-05,No,N,NY,"$1,412",Carrier_8,752.0,Low,2.0,policy_65551,1,1,1,0,2,0.0,unknown
22268,2015-03-30,No,N,NY,"$5,533",Carrier_8,650.0,Medium,2.0,policy_71364,3,2,1,0,3,0.0,unknown
22273,2015-01-07,No,N,FL,"$3,411",Carrier_5,707.0,Medium,1.0,policy_15079,3,1,2,2,5,0.0,unknown
22274,2016-08-23,No,N,NJ,"$1,965",Carrier_4,732.0,Low,2.0,policy_59907,1,2,2,0,4,1.0,unknown
22277,2018-02-05,No,N,GA,"$12,153",Carrier_6,524.0,Medium,3.0,policy_31136,3,3,1,0,4,0.0,street
22278,2017-01-08,No,N,NJ,"$4,355",Carrier_3,678.0,Medium,3.0,policy_45950,1,3,3,1,7,0.0,home/driveway
22280,2015-06-07,No,N,CT,"$9,328",Carrier_7,540.0,Medium,2.0,policy_2352,1,2,1,2,5,0.0,unknown
22281,2015-10-28,No,N,WI,"$15,129",Carrier_2,547.0,High,5.0,policy_98245,3,1,2,1,4,0.0,unknown
22282,2016-09-23,Yes,Y,NY,"$2,817",Carrier_5,608.0,Medium,2.0,policy_63055,1,2,1,1,4,0.0,unknown
22283,2016-08-30,No,N,NY,"$6,555",Carrier_3,609.0,Medium,1.0,policy_78603,1,0,2,1,3,0.0,unknown
22285,2018-08-18,No,N,CT,"$4,542",Carrier_2,631.0,Medium,2.0,policy_5168,2,2,1,0,3,0.0,home/driveway
22286,2018-07-31,No,N,NY,"$3,753",Other,669.0,Low,1.0,policy_66928,1,2,1,0,3,0.0,unknown
22289,2016-06-06,No,N,NY,"$2,313",Carrier_6,690.0,Medium,3.0,policy_76717,1,1,2,2,5,0.0,unknown
22290,2015-03-29,No,N,NJ,"$4,142",Carrier_3,605.0,Low,1.0,policy_52279,2,1,2,2,5,0.0,home/driveway
22291,2016-04-09,No,N,FL,"$2,299",Carrier_5,601.0,Medium,4.0,policy_20289,2,1,2,2,5,0.0,home/driveway
22292,2018-11-07,Yes,N,NJ,"$3,343",Carrier_4,641.0,High,1.0,policy_46812,3,1,2,0,3,0.0,unknown
22294,2018-11-30,Yes,N,FL,"$5,268",Carrier_5,637.0,High,5.0,policy_25490,3,2,1,1,4,0.0,unknown
22295,2016-12-22,No,N,NJ,"$3,015",Carrier_3,617.0,Low,4.0,policy_51826,3,1,1,0,2,1.0,unknown
22297,2017-06-22,No,N,FL,"$4,254",Carrier_5,620.0,Low,3.0,policy_28136,1,1,3,0,4,0.0,home/driveway
22299,2017-02-16,Yes,Y,FL,"$3,162",Carrier_7,622.0,High,5.0,policy_27898,2,0,1,2,3,0.0,unknown
22300,2016-05-20,No,N,NY,"$4,657",Carrier_1,617.0,Medium,5.0,policy_62503,3,1,2,0,3,0.0,unknown
22301,2018-03-01,No,N,NY,"$5,482",Carrier_2,620.0,Low,1.0,policy_85516,1,2,3,0,5,0.0,unknown
22302,2018-03-11,No,N,FL,"$6,043",Other,495.0,Medium,4.0,policy_22689,1,2,2,0,4,0.0,home/driveway
22303,2017-03-20,Yes,Y,FL,$970,Carrier_5,785.0,Low,2.0,policy_15516,4,1,1,1,3,0.0,street
22304,2016-05-22,No,N,NY,"$4,523",Carrier_5,685.0,High,1.0,policy_91260,1,1,1,0,2,0.0,unknown
22305,2016-03-28,No,N,NY,"$5,949",Carrier_3,610.0,Medium,5.0,policy_63529,1,0,1,0,1,0.0,home/driveway
22308,2015-08-30,Yes,N,WI,"$28,883",Carrier_5,519.0,High,4.0,policy_97369,1,1,1,0,2,0.0,unknown
22309,2016-02-06,No,N,CT,"$3,269",Carrier_7,571.0,High,2.0,policy_5278,1,2,2,1,5,0.0,unknown
22310,2015-04-12,No,N,NJ,"$3,885",Carrier_5,692.0,Medium,2.0,policy_43498,3,2,1,1,4,0.0,unknown
22311,2018-11-24,No,N,NJ,"$5,639",Carrier_1,668.0,Low,2.0,policy_53542,3,1,2,0,3,0.0,unknown
22312,2016-10-04,No,N,NJ,"$3,904",Carrier_3,694.0,High,4.0,policy_54676,1,0,2,1,3,0.0,unknown
22314,2015-11-26,No,N,FL,"$5,167",Carrier_7,618.0,Medium,3.0,policy_22370,1,0,2,0,2,0.0,unknown
22317,2016-04-10,No,N,WI,"$6,756",Carrier_8,508.0,High,1.0,policy_99794,2,1,1,0,2,0.0,unknown
22318,2017-06-29,No,N,FL,"$4,219",Carrier_1,619.0,High,3.0,policy_12135,3,1,1,0,2,0.0,unknown
22319,2015-02-22,No,N,NY,"$11,152",Carrier_8,557.0,High,5.0,policy_61851,2,1,2,0,3,0.0,unknown
22320,2018-07-01,No,N,FL,"$4,396",Carrier_2,638.0,Medium,3.0,policy_25729,2,2,1,2,5,0.0,unknown
22321,2018-03-15,No,N,NY,"$19,215",Carrier_5,588.0,High,5.0,policy_67592,1,2,1,0,3,0.0,parking garage
22322,2015-11-20,No,N,NY,"$25,276",Carrier_6,519.0,Medium,3.0,policy_85027,2,1,2,0,3,0.0,unknown
22323,2018-08-16,No,N,NY,"$3,700",Carrier_1,620.0,Low,1.0,policy_73095,1,0,1,1,2,1.0,unknown
22325,2017-11-10,No,N,FL,"$3,423",Carrier_2,668.0,Medium,2.0,policy_23838,6,2,1,0,3,0.0,unknown
22327,2018-01-02,No,N,FL,"$8,643",Carrier_2,495.0,Medium,1.0,policy_29750,2,2,2,0,4,0.0,unknown
22328,2015-08-12,No,N,FL,"$2,011",Carrier_4,669.0,Medium,1.0,policy_16387,1,2,1,1,4,0.0,unknown
22329,2015-06-23,No,N,NJ,$988,Carrier_5,709.0,Medium,4.0,policy_52647,3,0,1,0,1,0.0,parking garage
22331,2015-09-20,Yes,Y,FL,"$3,024",Carrier_1,576.0,Medium,3.0,policy_8504,2,1,1,0,2,0.0,home/driveway
22334,2016-04-26,No,N,NJ,"$4,544",Carrier_3,642.0,Medium,2.0,policy_59752,1,2,2,2,6,0.0,unknown
22335,2015-12-14,Yes,Y,AL,"$6,382",Carrier_8,529.0,Medium,4.0,policy_291,1,1,2,0,3,0.0,unknown
22338,2016-04-08,No,N,FL,"$5,221",Carrier_5,663.0,Medium,2.0,policy_25700,2,1,2,0,3,0.0,home/driveway
22341,2015-05-31,No,N,NY,"$4,465",Carrier_8,695.0,Low,4.0,policy_89384,5,0,2,0,2,0.0,unknown
22344,2016-10-26,Yes,Y,WI,"$9,691",Other,513.0,High,5.0,policy_95588,2,1,1,0,2,0.0,home/driveway
22346,2015-09-14,No,N,NY,"$8,100",Carrier_5,524.0,High,5.0,policy_83735,1,1,1,0,2,0.0,home/driveway
22352,2018-07-20,Yes,Y,MN,"$2,206",Carrier_5,610.0,Low,1.0,policy_37915,1,2,2,0,4,0.0,home/driveway
22353,2018-10-23,Yes,Y,NY,"$8,541",Carrier_8,525.0,Medium,3.0,policy_91863,1,1,2,0,3,0.0,unknown
22355,2016-05-19,No,N,NY,"$2,753",Carrier_1,668.0,Medium,3.0,policy_70844,1,0,1,0,1,0.0,home/driveway
22356,2015-05-13,No,N,NY,$809,Carrier_1,699.0,Low,3.0,policy_71485,2,3,1,0,4,0.0,unknown
22357,2015-01-17,Yes,Y,NY,"$10,863",Carrier_1,483.0,High,4.0,policy_75320,1,2,1,0,3,0.0,unknown
22358,2016-05-12,Yes,Y,NY,"$4,239",Carrier_1,613.0,Medium,5.0,policy_85636,1,1,1,0,2,0.0,unknown
22360,2018-09-28,No,N,NJ,$760,Carrier_6,757.0,Low,3.0,policy_59185,5,2,1,0,3,0.0,unknown
22361,2015-05-05,Yes,Y,NJ,"$6,528",Carrier_6,541.0,High,4.0,policy_48232,3,1,2,0,3,0.0,parking garage
22363,2018-11-04,Yes,Y,NY,"$1,634",Carrier_1,716.0,Medium,3.0,policy_71067,4,0,1,0,1,0.0,unknown
22365,2018-07-13,No,N,NJ,"$5,368",Carrier_1,643.0,Medium,4.0,policy_40751,3,1,3,0,4,0.0,unknown
