,policy_id,gender,living_status,age,safty_rating,high_education_ind
74621,policy_36172,F,rent,60,16.0,0.0
74625,policy_36174,M,dependent,23,60.0,0.0
74626,policy_36175,M,rent,47,69.0,1.0
74627,policy_36175,F,rent,56,76.0,1.0
74628,policy_36176,M,rent,66,66.0,0.0
74630,policy_36178,F,rent,28,45.0,0.0
74631,policy_36178,F,rent,66,85.0,1.0
74632,policy_36179,F,dependent,19,80.0,0.0
74633,policy_36180,F,own,64,48.0,0.0
74641,policy_36185,M,own,37,88.0,
74642,policy_36185,M,own,94,32.0,0.0
74643,policy_36186,M,own,29,85.0,1.0
74644,policy_36186,F,dependent,20,52.0,0.0
74645,policy_36186,F,dependent,17,63.0,0.0
74646,policy_36187,F,own,47,64.0,1.0
74647,policy_36187,F,own,61,75.0,1.0
74648,policy_36187,F,dependent,19,73.0,0.0
74649,policy_36187,M,dependent,17,85.0,0.0
74650,policy_36187,M,dependent,17,64.0,0.0
74651,policy_36188,F,rent,58,54.0,1.0
74652,policy_36188,F,rent,61,33.0,1.0
74653,policy_36188,F,dependent,17,31.0,0.0
74654,policy_36188,F,dependent,20,59.0,0.0
74655,policy_36188,F,dependent,16,65.0,0.0
74656,policy_36189,F,rent,54,76.0,1.0
74657,policy_36189,F,rent,37,90.0,1.0
74658,policy_36189,F,dependent,18,76.0,0.0
74661,policy_36191,M,own,37,68.0,1.0
74663,policy_36193,M,rent,35,77.0,0.0
74664,policy_36193,M,rent,34,27.0,1.0
74665,policy_36194,F,own,43,73.0,1.0
74666,policy_36194,F,dependent,18,77.0,0.0
74667,policy_36194,F,dependent,19,57.0,0.0
74668,policy_36194,F,dependent,18,77.0,0.0
74679,policy_36201,M,own,51,98.0,1.0
74681,policy_36203,M,rent,58,95.0,0.0
74682,policy_36203,F,dependent,18,65.0,0.0
74683,policy_36203,F,dependent,17,67.0,0.0
74684,policy_36203,F,dependent,21,72.0,1.0
74688,policy_36205,F,own,52,67.0,1.0
74689,policy_36206,M,own,30,36.0,0.0
74691,policy_36208,M,own,47,85.0,1.0
74692,policy_36209,M,own,75,67.0,1.0
74697,policy_36211,F,rent,57,70.0,1.0
74698,policy_36211,F,dependent,16,73.0,0.0
74699,policy_36212,M,rent,83,71.0,1.0
74700,policy_36212,F,rent,48,67.0,0.0
74703,policy_36214,M,rent,71,72.0,1.0
74704,policy_36214,F,rent,47,84.0,1.0
74714,policy_36219,M,own,53,83.0,0.0
74715,policy_36219,F,own,46,77.0,0.0
74716,policy_36219,M,dependent,17,37.0,0.0
74719,policy_36221,M,rent,38,83.0,0.0
74720,policy_36222,F,own,56,58.0,1.0
74721,policy_36223,M,own,62,75.0,1.0
74722,policy_36223,F,own,70,74.0,1.0
74727,policy_36226,M,own,61,71.0,1.0
74735,policy_36229,M,own,91,4.0,0.0
74736,policy_36229,F,own,36,78.0,1.0
74737,policy_36229,M,dependent,18,60.0,0.0
74741,policy_36232,F,own,61,92.0,1.0
74742,policy_36232,M,dependent,17,44.0,0.0
74743,policy_36232,M,dependent,17,61.0,0.0
74744,policy_36232,F,dependent,21,63.0,1.0
74745,policy_36232,M,dependent,17,81.0,0.0
74746,policy_36232,M,dependent,18,72.0,0.0
74755,policy_36237,M,rent,56,75.0,0.0
74756,policy_36237,F,rent,57,63.0,1.0
74757,policy_36237,F,dependent,18,67.0,0.0
74762,policy_36240,M,own,52,90.0,1.0
74763,policy_36241,M,rent,52,80.0,1.0
74767,policy_36244,M,rent,36,62.0,1.0
74768,policy_36245,M,dependent,18,83.0,0.0
74780,policy_36251,M,rent,57,63.0,1.0
74781,policy_36251,F,rent,48,73.0,1.0
74785,policy_36253,M,rent,58,61.0,0.0
74786,policy_36253,F,rent,58,85.0,1.0
74787,policy_36253,F,dependent,17,56.0,0.0
74788,policy_36253,F,dependent,16,51.0,0.0
74789,policy_36253,F,dependent,23,67.0,1.0
74794,policy_36256,M,own,56,73.0,0.0
74795,policy_36256,M,dependent,17,65.0,0.0
74802,policy_36259,M,own,52,76.0,1.0
74806,policy_36261,F,own,52,91.0,1.0
74807,policy_36262,M,own,41,78.0,0.0
74808,policy_36262,M,own,53,57.0,1.0
74809,policy_36263,M,own,46,69.0,0.0
74810,policy_36263,M,dependent,17,88.0,0.0
74811,policy_36263,F,dependent,17,76.0,0.0
74812,policy_36264,M,own,55,87.0,0.0
74813,policy_36264,M,own,47,62.0,1.0
74814,policy_36265,M,rent,49,65.0,0.0
74815,policy_36265,F,rent,74,56.0,0.0
74819,policy_36267,M,own,55,73.0,1.0
74820,policy_36267,F,own,61,83.0,1.0
74821,policy_36268,M,rent,42,67.0,1.0
74822,policy_36268,F,rent,45,61.0,0.0
74823,policy_36268,M,dependent,18,46.0,0.0
74825,policy_36270,F,own,66,78.0,0.0
74826,policy_36270,F,own,59,80.0,0.0
74828,policy_36272,M,rent,63,85.0,0.0
74829,policy_36272,F,rent,39,56.0,0.0
74830,policy_36273,F,own,49,48.0,1.0
74831,policy_36274,M,own,67,77.0,1.0
74835,policy_36276,F,rent,57,88.0,1.0
74836,policy_36276,F,rent,46,58.0,1.0
74837,policy_36276,F,dependent,19,82.0,0.0
74838,policy_36277,M,rent,46,92.0,0.0
74839,policy_36277,F,rent,55,71.0,1.0
74840,policy_36277,M,dependent,19,42.0,0.0
74841,policy_36278,F,own,35,74.0,0.0
74844,policy_36280,M,dependent,17,70.0,0.0
74846,policy_36282,M,own,40,68.0,0.0
74847,policy_36282,M,own,34,83.0,1.0
74848,policy_36282,M,dependent,18,83.0,0.0
74852,policy_36285,F,rent,69,59.0,1.0
74853,policy_36285,F,dependent,18,82.0,0.0
74878,policy_36301,M,rent,46,92.0,0.0
74882,policy_36303,F,own,52,77.0,1.0
74883,policy_36303,F,own,57,55.0,1.0
74884,policy_36304,M,rent,48,95.0,0.0
74888,policy_36306,M,own,55,80.0,0.0
74897,policy_36311,F,rent,45,41.0,1.0
74898,policy_36311,F,dependent,17,76.0,0.0
74899,policy_36312,M,rent,42,10.0,0.0
74900,policy_36312,M,rent,55,38.0,0.0
74901,policy_36312,F,dependent,21,71.0,1.0
74902,policy_36313,F,own,54,68.0,0.0
74905,policy_36315,M,own,38,75.0,0.0
74906,policy_36316,F,rent,47,71.0,1.0
74907,policy_36317,F,own,40,66.0,1.0
74908,policy_36317,F,own,60,73.0,1.0
74909,policy_36317,M,dependent,18,51.0,0.0
74910,policy_36317,M,dependent,16,74.0,0.0
74911,policy_36317,M,dependent,19,61.0,0.0
74919,policy_36322,M,rent,49,66.0,0.0
74921,policy_36324,M,own,66,69.0,1.0
74922,policy_36325,M,rent,45,29.0,1.0
74923,policy_36325,M,dependent,17,72.0,0.0
74924,policy_36326,M,own,40,68.0,1.0
74926,policy_36328,M,own,67,79.0,0.0
74927,policy_36328,F,own,49,22.0,1.0
74929,policy_36330,M,own,41,50.0,1.0
74930,policy_36330,M,own,55,95.0,0.0
74931,policy_36330,F,dependent,17,33.0,0.0
74932,policy_36331,M,own,36,68.0,0.0
74933,policy_36331,F,own,57,91.0,1.0
74934,policy_36332,M,own,54,84.0,1.0
74935,policy_36333,M,rent,59,72.0,1.0
74936,policy_36333,F,dependent,17,79.0,0.0
74939,policy_36335,M,own,40,81.0,1.0
74940,policy_36335,M,own,58,77.0,1.0
74948,policy_36340,F,rent,54,91.0,0.0
74952,policy_36343,M,own,58,67.0,1.0
74953,policy_36343,F,dependent,16,79.0,0.0
74954,policy_36343,M,dependent,17,74.0,0.0
74955,policy_36344,M,own,73,87.0,1.0
74956,policy_36344,F,own,45,72.0,0.0
74957,policy_36344,M,dependent,19,69.0,0.0
74958,policy_36345,M,own,37,84.0,0.0
74963,policy_36348,F,dependent,17,53.0,0.0
74970,policy_36353,F,rent,33,63.0,0.0
74976,policy_36357,M,own,50,86.0,1.0
74977,policy_36357,M,own,65,63.0,0.0
74978,policy_36358,M,own,44,72.0,1.0
74979,policy_36358,F,own,79,90.0,0.0
74980,policy_36358,F,dependent,17,63.0,0.0
74989,policy_36364,M,rent,56,91.0,0.0
74990,policy_36364,F,rent,64,59.0,
74991,policy_36364,M,dependent,17,77.0,0.0
74992,policy_36364,F,dependent,18,65.0,0.0
74993,policy_36365,F,own,33,85.0,1.0
74994,policy_36365,M,dependent,16,22.0,0.0
74995,policy_36366,M,own,43,98.0,1.0
74996,policy_36367,M,own,37,81.0,1.0
74997,policy_36367,M,own,82,88.0,1.0
75004,policy_36371,M,own,78,44.0,1.0
75005,policy_36371,F,own,41,97.0,1.0
75007,policy_36373,M,own,57,96.0,0.0
75008,policy_36373,F,own,41,93.0,1.0
75009,policy_36373,M,dependent,17,67.0,0.0
75010,policy_36373,M,dependent,19,63.0,0.0
75011,policy_36374,M,rent,55,88.0,0.0
75012,policy_36375,F,rent,38,42.0,0.0
75013,policy_36376,F,rent,47,97.0,1.0
75014,policy_36377,F,own,47,65.0,0.0
75025,policy_36383,F,dependent,17,64.0,0.0
75040,policy_36389,M,rent,33,84.0,0.0
75051,policy_36395,M,rent,62,73.0,1.0
75052,policy_36395,M,rent,73,83.0,1.0
75053,policy_36395,F,dependent,19,86.0,0.0
75054,policy_36395,M,dependent,20,78.0,0.0
75055,policy_36395,F,dependent,17,68.0,0.0
75056,policy_36395,F,dependent,21,83.0,1.0
75057,policy_36396,M,own,48,77.0,0.0
75058,policy_36396,M,dependent,19,58.0,0.0
75059,policy_36396,M,dependent,18,47.0,
75060,policy_36397,M,rent,62,72.0,0.0
75061,policy_36397,F,rent,32,79.0,0.0
75069,policy_36402,F,own,54,54.0,0.0
75070,policy_36402,F,own,62,66.0,1.0
75071,policy_36403,M,own,69,78.0,0.0
75072,policy_36403,F,own,43,94.0,0.0
75075,policy_36405,M,own,71,82.0,1.0
75082,policy_36408,F,own,39,48.0,1.0
75083,policy_36408,F,own,43,47.0,1.0
75084,policy_36408,F,dependent,22,55.0,1.0
75085,policy_36409,F,rent,49,85.0,0.0
75086,policy_36409,F,dependent,18,74.0,0.0
75087,policy_36409,M,dependent,20,53.0,0.0
75088,policy_36409,M,dependent,21,70.0,1.0
75091,policy_36411,M,rent,55,85.0,0.0
75092,policy_36411,F,dependent,18,61.0,0.0
75093,policy_36411,F,dependent,19,62.0,0.0
75095,policy_36413,F,rent,34,66.0,0.0
75099,policy_36416,M,own,35,76.0,1.0
75100,policy_36416,F,dependent,22,83.0,1.0
75101,policy_36416,M,dependent,18,73.0,0.0
75102,policy_36417,M,rent,73,66.0,1.0
75103,policy_36417,F,rent,64,76.0,0.0
75113,policy_36424,M,own,53,83.0,1.0
75115,policy_36426,M,rent,33,61.0,1.0
75117,policy_36428,M,own,47,86.0,0.0
75118,policy_36428,F,own,62,49.0,0.0
75119,policy_36428,M,dependent,21,23.0,0.0
75120,policy_36428,M,dependent,18,84.0,0.0
75121,policy_36428,F,dependent,18,55.0,0.0
75122,policy_36429,F,own,39,81.0,0.0
75123,policy_36429,M,own,50,75.0,1.0
75124,policy_36429,F,dependent,18,44.0,0.0
75125,policy_36430,F,dependent,17,60.0,0.0
75126,policy_36431,M,own,32,74.0,0.0
75127,policy_36431,F,own,49,92.0,1.0
75130,policy_36434,F,own,64,58.0,1.0
75137,policy_36437,M,own,48,87.0,1.0
75138,policy_36437,F,dependent,17,71.0,0.0
75139,policy_36438,M,rent,63,77.0,1.0
75140,policy_36438,F,dependent,21,71.0,1.0
75141,policy_36438,M,dependent,16,12.0,0.0
75142,policy_36438,M,dependent,19,52.0,0.0
75147,policy_36441,F,own,50,75.0,0.0
75148,policy_36441,M,dependent,17,73.0,0.0
75163,policy_36449,M,rent,67,86.0,1.0
75165,policy_36451,F,rent,62,45.0,0.0
75166,policy_36452,F,rent,45,58.0,0.0
75167,policy_36453,M,own,39,60.0,1.0
75168,policy_36454,M,rent,38,83.0,1.0
75170,policy_36456,F,rent,67,49.0,1.0
75171,policy_36456,F,rent,36,91.0,0.0
75172,policy_36456,F,dependent,18,79.0,0.0
75173,policy_36457,M,own,49,79.0,1.0
75174,policy_36458,M,own,48,87.0,1.0
75175,policy_36458,F,own,62,93.0,0.0
75179,policy_36460,M,rent,42,89.0,1.0
75180,policy_36460,F,dependent,16,70.0,0.0
75181,policy_36460,F,dependent,16,65.0,0.0
75182,policy_36460,M,dependent,19,72.0,0.0
75186,policy_36463,M,own,55,84.0,1.0
75187,policy_36463,M,own,76,93.0,1.0
75188,policy_36463,M,dependent,16,72.0,0.0
75189,policy_36463,M,dependent,18,50.0,0.0
75190,policy_36464,M,rent,63,72.0,1.0
75201,policy_36471,M,own,61,84.0,1.0
75202,policy_36472,F,rent,47,92.0,1.0
75203,policy_36473,M,rent,56,84.0,0.0
75209,policy_36475,M,rent,46,77.0,1.0
75223,policy_36480,M,rent,48,69.0,1.0
75224,policy_36480,M,dependent,17,48.0,0.0
75230,policy_36484,M,own,45,64.0,0.0
75231,policy_36484,M,dependent,17,84.0,0.0
75232,policy_36484,M,dependent,19,76.0,0.0
75233,policy_36485,F,rent,30,85.0,1.0
75234,policy_36486,M,rent,67,73.0,1.0
75238,policy_36488,M,rent,79,90.0,1.0
75246,policy_36494,M,own,72,92.0,0.0
75252,policy_36497,M,own,38,73.0,1.0
75259,policy_36502,F,own,54,85.0,1.0
75260,policy_36502,M,dependent,19,47.0,0.0
75261,policy_36503,M,rent,56,93.0,1.0
75262,policy_36503,M,dependent,19,73.0,0.0
75263,policy_36503,M,dependent,22,50.0,0.0
75278,policy_36509,M,rent,55,89.0,0.0
75279,policy_36509,F,rent,45,74.0,0.0
75282,policy_36511,M,rent,34,75.0,1.0
75283,policy_36512,F,rent,59,90.0,0.0
75284,policy_36512,F,rent,67,82.0,1.0
75285,policy_36512,F,dependent,18,69.0,0.0
75289,policy_36514,M,own,31,72.0,1.0
75290,policy_36514,F,own,57,58.0,1.0
75291,policy_36514,F,dependent,18,38.0,0.0
75292,policy_36514,F,dependent,18,38.0,0.0
75293,policy_36514,M,dependent,18,44.0,0.0
75294,policy_36515,M,own,42,70.0,0.0
75295,policy_36515,F,dependent,17,56.0,0.0
75296,policy_36515,M,dependent,20,83.0,0.0
75297,policy_36515,F,dependent,17,44.0,0.0
75315,policy_36523,M,rent,39,81.0,0.0
75316,policy_36523,F,rent,58,57.0,1.0
75321,policy_36526,F,rent,42,48.0,1.0
75328,policy_36530,M,own,80,6.0,0.0
75329,policy_36530,M,dependent,16,47.0,0.0
75345,policy_36538,M,own,67,63.0,0.0
75346,policy_36539,M,rent,51,58.0,1.0
75347,policy_36539,F,rent,51,78.0,1.0
75348,policy_36540,M,rent,32,66.0,1.0
75349,policy_36540,F,rent,54,90.0,0.0
75350,policy_36541,M,rent,32,66.0,1.0
75351,policy_36541,F,rent,62,75.0,1.0
75352,policy_36541,F,dependent,17,24.0,0.0
75358,policy_36544,M,rent,51,84.0,1.0
75360,policy_36546,M,rent,65,67.0,0.0
75361,policy_36547,M,own,33,74.0,0.0
75362,policy_36548,M,rent,70,70.0,1.0
75363,policy_36548,F,dependent,16,67.0,0.0
75364,policy_36548,M,dependent,17,68.0,0.0
75365,policy_36549,M,rent,53,96.0,1.0
75366,policy_36549,M,rent,55,83.0,0.0
75367,policy_36549,M,dependent,17,61.0,0.0
75368,policy_36549,M,dependent,17,55.0,0.0
75372,policy_36551,F,own,47,72.0,0.0
75383,policy_36556,F,own,64,72.0,1.0
75388,policy_36558,M,own,57,88.0,0.0
75389,policy_36558,F,dependent,17,87.0,0.0
75390,policy_36558,F,dependent,20,72.0,0.0
75391,policy_36558,F,dependent,20,69.0,0.0
75402,policy_36564,F,own,54,46.0,1.0
75403,policy_36564,F,own,70,77.0,1.0
75409,policy_36567,M,rent,55,93.0,
75410,policy_36567,M,rent,67,74.0,1.0
75411,policy_36567,M,dependent,17,74.0,0.0
75412,policy_36567,F,dependent,16,54.0,0.0
75413,policy_36567,F,dependent,18,40.0,0.0
75418,policy_36571,M,own,43,82.0,1.0
75419,policy_36571,F,own,44,89.0,1.0
75426,policy_36574,M,rent,41,79.0,1.0
75427,policy_36575,F,own,59,76.0,0.0
75428,policy_36575,F,dependent,19,69.0,0.0
75429,policy_36575,F,dependent,18,73.0,0.0
75433,policy_36578,F,rent,56,73.0,0.0
75434,policy_36578,F,rent,50,90.0,1.0
75435,policy_36578,M,dependent,18,59.0,0.0
75439,policy_36581,M,own,66,71.0,0.0
75440,policy_36582,F,own,48,70.0,1.0
75443,policy_36584,F,own,65,88.0,1.0
75447,policy_36588,M,own,40,72.0,1.0
75448,policy_36588,F,own,51,73.0,0.0
75452,policy_36591,F,own,38,83.0,1.0
75453,policy_36592,F,rent,50,78.0,0.0
75454,policy_36593,F,own,54,51.0,0.0
75455,policy_36593,F,own,36,84.0,1.0
75456,policy_36593,F,dependent,17,85.0,0.0
75460,policy_36595,F,own,43,85.0,1.0
75461,policy_36595,F,own,62,86.0,1.0
75462,policy_36595,F,dependent,17,81.0,0.0
75464,policy_36597,M,own,35,93.0,
75465,policy_36597,F,dependent,16,70.0,0.0
75466,policy_36597,M,dependent,17,42.0,0.0
75467,policy_36597,F,dependent,17,63.0,0.0
75470,policy_36599,M,rent,62,84.0,0.0
75482,policy_36604,M,own,43,83.0,
75483,policy_36604,F,dependent,16,72.0,0.0
75484,policy_36604,M,dependent,16,70.0,0.0
75485,policy_36604,M,dependent,17,58.0,0.0
75487,policy_36606,M,own,71,51.0,1.0
75489,policy_36608,F,rent,34,83.0,0.0
75492,policy_36611,M,rent,77,77.0,1.0
75493,policy_36611,F,dependent,19,62.0,0.0
75494,policy_36611,M,dependent,19,83.0,0.0
75495,policy_36611,M,dependent,21,72.0,1.0
75496,policy_36611,F,dependent,18,62.0,0.0
75497,policy_36612,M,own,50,84.0,1.0
75498,policy_36612,F,dependent,18,82.0,0.0
75499,policy_36613,M,own,28,71.0,0.0
75500,policy_36613,M,own,46,67.0,0.0
75501,policy_36613,M,dependent,17,60.0,0.0
75504,policy_36615,M,rent,57,81.0,1.0
75505,policy_36615,M,dependent,17,65.0,0.0
75506,policy_36616,M,dependent,17,59.0,0.0
75507,policy_36617,F,own,39,60.0,0.0
75508,policy_36617,F,dependent,20,82.0,0.0
75509,policy_36618,F,own,68,74.0,1.0
75511,policy_36620,F,own,60,80.0,1.0
75512,policy_36620,F,dependent,17,57.0,0.0
75513,policy_36620,M,dependent,19,48.0,0.0
75518,policy_36623,M,rent,53,99.0,1.0
75519,policy_36623,F,rent,61,77.0,1.0
75520,policy_36624,F,rent,38,81.0,0.0
75521,policy_36624,F,rent,45,86.0,1.0
75522,policy_36624,F,dependent,18,65.0,0.0
75528,policy_36626,M,rent,50,50.0,0.0
75529,policy_36626,M,rent,44,71.0,1.0
75530,policy_36626,F,dependent,18,63.0,0.0
75532,policy_36628,M,rent,49,67.0,0.0
75533,policy_36629,M,own,75,73.0,0.0
75534,policy_36630,M,rent,52,82.0,1.0
75540,policy_36633,M,rent,67,73.0,1.0
75541,policy_36634,F,own,67,83.0,0.0
75542,policy_36634,M,own,48,94.0,1.0
75549,policy_36637,F,rent,52,60.0,0.0
75554,policy_36640,F,rent,45,78.0,1.0
75555,policy_36641,M,own,39,96.0,0.0
75556,policy_36641,M,dependent,19,75.0,0.0
75557,policy_36642,M,rent,56,60.0,1.0
75558,policy_36642,F,dependent,16,78.0,0.0
75559,policy_36642,F,dependent,17,75.0,0.0
75560,policy_36642,F,dependent,18,33.0,0.0
75568,policy_36645,M,own,68,76.0,1.0
75569,policy_36645,F,own,54,72.0,0.0
75570,policy_36645,F,dependent,17,81.0,0.0
75571,policy_36646,F,own,61,65.0,1.0
75572,policy_36646,M,own,51,93.0,1.0
75573,policy_36647,M,rent,50,83.0,1.0
75574,policy_36648,M,rent,52,58.0,0.0
75575,policy_36649,M,own,67,43.0,1.0
75576,policy_36649,F,dependent,20,65.0,0.0
75577,policy_36650,F,own,61,75.0,1.0
75578,policy_36650,F,dependent,17,89.0,0.0
75579,policy_36650,M,dependent,17,37.0,0.0
75580,policy_36650,F,dependent,18,84.0,0.0
75581,policy_36650,M,dependent,17,39.0,0.0
75588,policy_36653,M,rent,39,80.0,0.0
75598,policy_36657,F,rent,45,87.0,1.0
75599,policy_36658,M,own,49,73.0,1.0
75600,policy_36658,F,dependent,20,67.0,0.0
75601,policy_36658,F,dependent,20,57.0,0.0
75602,policy_36659,M,own,48,79.0,1.0
75603,policy_36659,F,own,43,28.0,1.0
75604,policy_36660,F,own,40,47.0,1.0
75610,policy_36664,M,dependent,19,42.0,0.0
75621,policy_36669,M,rent,51,43.0,0.0
75622,policy_36669,F,rent,62,56.0,1.0
75623,policy_36669,M,dependent,17,56.0,0.0
75624,policy_36670,F,rent,42,88.0,1.0
75625,policy_36670,F,rent,35,33.0,1.0
75626,policy_36671,M,rent,57,55.0,1.0
75627,policy_36671,F,rent,58,85.0,1.0
75628,policy_36672,M,rent,44,75.0,0.0
75630,policy_36674,M,rent,65,76.0,1.0
75631,policy_36675,M,rent,43,97.0,1.0
75632,policy_36675,M,rent,33,57.0,0.0
75633,policy_36675,F,dependent,18,72.0,0.0
75638,policy_36678,M,own,80,88.0,1.0
75639,policy_36678,F,own,38,94.0,0.0
75647,policy_36683,M,rent,67,60.0,1.0
75648,policy_36683,F,rent,33,73.0,0.0
75649,policy_36683,M,dependent,18,64.0,0.0
75650,policy_36683,F,dependent,17,53.0,0.0
75651,policy_36683,F,dependent,17,77.0,0.0
75656,policy_36685,F,rent,47,56.0,1.0
75657,policy_36685,F,rent,36,46.0,1.0
75658,policy_36685,M,dependent,19,63.0,0.0
75659,policy_36685,M,dependent,18,57.0,0.0
75660,policy_36685,F,dependent,23,48.0,0.0
75661,policy_36685,M,dependent,19,71.0,0.0
75664,policy_36687,F,rent,42,74.0,0.0
75669,policy_36690,F,dependent,17,77.0,0.0
75670,policy_36691,M,rent,35,88.0,1.0
75671,policy_36691,F,rent,46,74.0,1.0
75672,policy_36692,F,own,59,95.0,1.0
75673,policy_36692,F,dependent,20,71.0,0.0
75674,policy_36692,M,dependent,17,55.0,0.0
75675,policy_36693,M,own,65,94.0,1.0
75676,policy_36693,F,own,57,69.0,1.0
75677,policy_36693,M,dependent,18,71.0,0.0
75678,policy_36693,F,dependent,17,79.0,0.0
75679,policy_36694,M,own,50,71.0,1.0
75680,policy_36694,F,own,63,96.0,0.0
75683,policy_36697,F,own,71,55.0,0.0
75687,policy_36700,F,rent,40,78.0,1.0
75690,policy_36702,M,rent,49,67.0,0.0
75691,policy_36702,F,rent,47,70.0,1.0
75692,policy_36702,F,dependent,17,74.0,0.0
75693,policy_36702,F,dependent,19,69.0,0.0
75694,policy_36702,F,dependent,17,68.0,0.0
75698,policy_36704,M,own,85,67.0,1.0
75699,policy_36704,F,own,65,80.0,1.0
75703,policy_36706,M,own,34,67.0,1.0
75704,policy_36706,F,dependent,17,53.0,0.0
75705,policy_36706,M,dependent,19,69.0,0.0
75706,policy_36707,M,dependent,20,60.0,0.0
75716,policy_36712,F,own,68,88.0,1.0
75717,policy_36712,F,dependent,18,60.0,0.0
75718,policy_36713,F,rent,44,73.0,0.0
75719,policy_36713,M,rent,49,80.0,1.0
75720,policy_36713,F,dependent,18,54.0,0.0
75723,policy_36715,M,rent,53,90.0,0.0
75724,policy_36715,F,rent,40,48.0,1.0
75725,policy_36715,M,dependent,17,84.0,0.0
75729,policy_36717,M,own,45,43.0,0.0
75730,policy_36717,F,dependent,19,72.0,0.0
75741,policy_36723,M,rent,36,90.0,0.0
75742,policy_36723,M,rent,66,59.0,1.0
75745,policy_36725,F,rent,69,95.0,1.0
75747,policy_36727,M,rent,47,54.0,1.0
75748,policy_36727,F,dependent,18,87.0,0.0
75749,policy_36728,M,rent,36,98.0,1.0
75750,policy_36729,F,rent,57,76.0,1.0
75751,policy_36729,F,dependent,17,89.0,0.0
75752,policy_36729,F,dependent,18,83.0,0.0
75753,policy_36729,F,dependent,17,52.0,0.0
75756,policy_36731,F,dependent,24,46.0,1.0
75757,policy_36732,F,rent,70,72.0,1.0
75767,policy_36740,M,rent,52,66.0,0.0
75768,policy_36740,F,rent,48,37.0,1.0
75769,policy_36740,M,dependent,18,30.0,0.0
75774,policy_36743,F,own,36,75.0,1.0
75775,policy_36744,M,rent,49,82.0,1.0
75776,policy_36744,F,rent,48,98.0,1.0
75779,policy_36746,M,dependent,18,49.0,0.0
75787,policy_36750,F,own,47,91.0,1.0
75788,policy_36750,F,own,28,61.0,0.0
75789,policy_36750,M,dependent,19,68.0,0.0
75790,policy_36750,F,dependent,19,75.0,0.0
75791,policy_36750,M,dependent,17,73.0,0.0
75792,policy_36750,F,dependent,17,51.0,0.0
75796,policy_36752,M,own,50,36.0,0.0
75797,policy_36752,F,own,56,65.0,1.0
75798,policy_36752,M,dependent,17,77.0,0.0
75799,policy_36752,F,dependent,19,41.0,0.0
75800,policy_36752,M,dependent,16,46.0,0.0
75806,policy_36755,M,rent,67,74.0,1.0
75807,policy_36755,F,dependent,18,30.0,0.0
75811,policy_36757,M,rent,34,88.0,0.0
75812,policy_36757,M,dependent,19,64.0,0.0
75814,policy_36759,M,rent,52,81.0,0.0
75815,policy_36759,F,rent,55,63.0,1.0
75816,policy_36760,M,own,46,71.0,1.0
75817,policy_36760,F,dependent,19,77.0,0.0
75818,policy_36760,F,dependent,17,63.0,0.0
75819,policy_36760,F,dependent,18,82.0,0.0
75828,policy_36766,F,rent,58,74.0,1.0
75833,policy_36769,F,rent,51,71.0,1.0
75834,policy_36769,M,rent,39,83.0,1.0
75835,policy_36770,M,rent,32,71.0,1.0
75836,policy_36770,F,dependent,18,74.0,0.0
75837,policy_36770,M,dependent,17,28.0,0.0
75841,policy_36773,M,rent,61,90.0,1.0
75842,policy_36774,F,own,71,50.0,1.0
75843,policy_36774,F,own,29,56.0,1.0
75844,policy_36774,F,dependent,18,16.0,0.0
75845,policy_36775,M,rent,35,77.0,1.0
75846,policy_36775,F,rent,44,74.0,1.0
75849,policy_36777,M,own,56,64.0,1.0
75850,policy_36777,M,own,52,88.0,1.0
75851,policy_36778,M,rent,66,68.0,1.0
75863,policy_36784,M,own,49,54.0,1.0
75864,policy_36784,F,own,40,81.0,1.0
75865,policy_36784,F,dependent,17,60.0,0.0
75868,policy_36786,M,own,72,62.0,0.0
75871,policy_36788,M,own,60,92.0,1.0
75872,policy_36788,F,dependent,18,79.0,0.0
75873,policy_36788,F,dependent,17,74.0,0.0
75874,policy_36789,M,own,54,81.0,1.0
75875,policy_36789,F,own,61,53.0,0.0
75876,policy_36790,M,rent,42,69.0,1.0
75878,policy_36792,M,own,57,80.0,0.0
75885,policy_36796,F,rent,29,51.0,0.0
75886,policy_36796,M,rent,51,82.0,0.0
75887,policy_36796,F,dependent,17,72.0,0.0
75888,policy_36796,M,dependent,18,82.0,0.0
75889,policy_36796,M,dependent,16,73.0,0.0
75896,policy_36799,M,rent,30,69.0,1.0
75897,policy_36800,M,own,58,53.0,1.0
75899,policy_36802,M,rent,45,91.0,1.0
75900,policy_36802,F,dependent,20,72.0,0.0
75901,policy_36802,F,dependent,17,62.0,0.0
75905,policy_36805,M,own,45,42.0,1.0
75906,policy_36806,M,rent,64,65.0,1.0
75908,policy_36808,F,own,56,85.0,0.0
75912,policy_36810,F,rent,35,93.0,1.0
75913,policy_36810,M,dependent,17,57.0,0.0
75915,policy_36812,M,own,43,66.0,0.0
75916,policy_36812,F,own,39,76.0,0.0
75917,policy_36812,M,dependent,17,65.0,0.0
75918,policy_36813,M,own,51,87.0,1.0
75919,policy_36813,F,own,69,53.0,1.0
75920,policy_36814,F,own,62,81.0,0.0
75921,policy_36814,M,dependent,19,69.0,0.0
75928,policy_36816,M,rent,46,87.0,1.0
75930,policy_36818,F,rent,54,35.0,1.0
75931,policy_36818,F,dependent,19,74.0,0.0
75932,policy_36818,F,dependent,16,66.0,0.0
