policy_id,discount,Home_policy_ind,quoted_amt,credit_score,Cov_package_type,CAT_zone,number_drivers,num_loaned_veh,num_owned_veh,num_leased_veh,total_number_veh,convert_ind,primary_parking,Quote_dt_2015,Quote_dt_2016,Quote_dt_2017,Quote_dt_2018,state_id_midwest,state_id_northeast,state_id_southeast,Prior_carrier_grp_Carrier_1,Prior_carrier_grp_Carrier_2,Prior_carrier_grp_Carrier_3,Prior_carrier_grp_Carrier_4,Prior_carrier_grp_Carrier_5,Prior_carrier_grp_Carrier_6,Prior_carrier_grp_Carrier_7,Prior_carrier_grp_Carrier_8,Prior_carrier_grp_Other
policy_29245,1,0,1001.0,4,1,2,2,2,1,0,3,0.0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
policy_63254,1,1,2986.0,3,1,4,1,1,1,0,2,0.0,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
policy_52669,0,0,1721.0,4,1,3,1,0,2,0,2,0.0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
policy_16497,0,0,1490.0,4,1,2,1,1,2,0,3,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
policy_64372,1,1,4323.0,1,1,2,1,1,1,0,2,0.0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_61999,1,1,3338.0,1,1,1,3,2,2,0,4,0.0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_58381,1,1,571.0,4,1,1,3,1,3,0,4,0.0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_42570,0,0,3443.0,1,1,4,4,2,1,0,3,0.0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_49803,1,1,2671.0,4,1,1,3,1,1,0,2,0.0,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
policy_65576,0,0,2372.0,2,1,2,2,2,1,0,3,0.0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_73214,0,0,8180.0,1,3,3,1,0,1,1,2,0.0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
policy_73464,1,0,3135.0,1,2,1,1,1,1,1,3,0.0,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
policy_47048,0,0,8026.0,1,3,5,4,1,1,1,3,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
policy_32664,1,1,699.0,4,1,1,1,3,3,0,6,0.0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
policy_99428,0,0,7523.0,1,3,5,2,0,1,0,1,0.0,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
policy_16350,0,0,7519.0,1,1,2,3,0,2,0,2,0.0,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
policy_49357,1,1,1934.0,4,1,1,1,2,2,1,5,1.0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_52034,0,0,3347.0,2,2,4,2,0,1,0,1,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_67529,0,0,4969.0,1,2,2,2,1,2,1,4,1.0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_88458,1,1,2296.0,3,3,5,1,0,2,1,3,0.0,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
policy_31796,0,0,4128.0,2,2,3,1,1,3,0,4,1.0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
policy_76713,0,0,8104.0,1,2,2,1,2,3,0,5,0.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
policy_16885,1,1,4457.0,2,2,2,4,1,1,1,3,0.0,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
policy_90221,0,0,5214.0,3,2,2,3,0,1,0,1,0.0,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
policy_96765,0,0,12703.0,1,2,2,4,2,3,2,7,0.0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
policy_29563,0,0,5095.0,1,2,2,4,0,1,1,2,0.0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
policy_72021,0,0,2666.0,2,3,1,1,2,1,0,3,1.0,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
policy_37954,0,0,1420.0,4,1,2,3,0,2,0,2,1.0,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
policy_53236,0,0,2984.0,2,2,2,1,0,2,0,2,0.0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_24854,0,0,4463.0,2,3,5,3,2,1,1,4,0.0,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
policy_51443,0,0,3007.0,1,3,5,1,1,1,0,2,0.0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
policy_6262,0,0,1359.0,4,1,1,1,2,2,0,4,0.0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
policy_83982,0,0,2442.0,2,2,1,2,0,1,0,1,0.0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
policy_5096,0,0,1288.0,4,2,2,4,1,3,0,4,0.0,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
policy_87712,0,0,2148.0,1,1,1,3,0,2,0,2,0.0,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
policy_91305,0,0,8610.0,1,3,3,1,1,2,0,3,0.0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_81983,0,0,8722.0,1,3,5,3,3,2,0,5,0.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_48571,1,0,4119.0,2,2,2,2,0,3,1,4,0.0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_10253,0,0,2315.0,1,3,4,5,1,1,1,3,0.0,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
policy_80498,0,0,8459.0,1,2,1,2,2,2,0,4,0.0,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_75960,0,0,1480.0,4,2,2,1,1,1,0,2,0.0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
policy_15781,1,1,7257.0,1,1,1,2,1,2,0,3,0.0,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
policy_20122,0,0,2458.0,1,2,2,1,1,2,0,3,0.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
policy_16276,0,0,3305.0,1,2,2,2,0,1,0,1,0.0,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
policy_65678,0,0,7306.0,1,2,5,2,1,3,0,4,0.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
policy_85295,0,0,7445.0,1,3,1,1,1,2,0,3,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_10798,0,0,4570.0,3,2,4,1,1,2,0,3,1.0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
policy_99564,0,0,8554.0,1,2,1,1,1,3,0,4,0.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
policy_97260,0,0,19201.0,1,3,1,1,0,2,0,2,1.0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
policy_21353,0,0,2481.0,2,2,3,1,0,2,0,2,0.0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
policy_41233,0,0,8233.0,1,3,1,1,1,1,0,2,0.0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
policy_60938,0,0,2849.0,2,2,2,2,0,2,1,3,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
policy_68589,0,0,4810.0,2,2,3,1,0,1,1,2,0.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_91952,0,0,6254.0,1,3,5,3,1,2,1,4,0.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
policy_82859,0,0,2497.0,1,3,4,1,1,1,0,2,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_28289,1,0,2654.0,2,2,3,3,1,2,2,5,0.0,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
policy_45461,0,0,5418.0,1,1,2,3,2,1,1,4,0.0,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_36127,1,1,1153.0,4,1,1,1,0,2,0,2,1.0,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
policy_3386,0,0,4347.0,2,2,4,2,2,2,0,4,0.0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
policy_44506,1,0,3197.0,2,2,4,3,2,3,0,5,0.0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_29048,1,0,2254.0,1,2,4,3,2,2,0,4,0.0,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
policy_55869,1,1,957.0,4,1,1,1,2,1,0,3,1.0,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_2016,0,0,8065.0,1,3,3,1,1,1,0,2,0.0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
policy_50884,0,0,2628.0,1,2,2,1,1,1,0,2,0.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_10623,0,0,2628.0,1,3,5,1,1,2,0,3,0.0,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
policy_47796,0,0,977.0,3,2,4,3,1,2,1,4,1.0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
policy_5483,1,0,711.0,4,1,1,1,3,2,1,6,0.0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_93709,1,1,4288.0,2,1,3,4,1,2,0,3,0.0,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
policy_21084,0,0,1638.0,3,1,2,2,2,3,0,5,0.0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
policy_88527,0,0,7646.0,1,3,2,2,2,1,1,4,1.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_90404,1,1,1821.0,4,1,2,3,2,3,0,5,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
policy_24404,0,0,2901.0,1,2,4,5,2,2,0,4,0.0,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
policy_99368,0,0,15745.0,1,3,1,3,2,2,0,4,0.0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
policy_45202,0,0,1981.0,4,1,1,3,0,2,1,3,0.0,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
policy_40517,1,1,2310.0,3,2,2,2,1,2,1,4,0.0,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
policy_86246,0,0,4436.0,1,3,5,2,3,2,0,5,0.0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
policy_3246,0,0,2358.0,2,2,5,1,1,2,0,3,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
policy_54719,1,1,3702.0,2,2,1,4,2,3,1,6,0.0,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_59708,1,1,1541.0,2,1,2,2,1,2,0,3,0.0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
policy_90325,0,0,4609.0,3,2,2,1,1,3,0,4,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
policy_60840,1,1,315.0,3,1,2,3,1,2,1,4,0.0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_28717,0,0,11070.0,1,3,5,6,1,1,0,2,0.0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
policy_32358,1,1,14898.0,1,2,2,1,2,2,0,4,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
policy_48519,1,1,2378.0,1,3,5,2,2,1,0,3,0.0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_15653,0,0,1649.0,4,1,3,1,1,1,1,3,1.0,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
policy_32593,0,0,17522.0,1,2,1,1,3,3,0,6,0.0,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
policy_54988,0,0,1201.0,4,1,2,3,0,1,1,2,1.0,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_33314,0,0,1812.0,4,1,1,2,0,1,1,2,0.0,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
policy_26867,0,0,951.0,3,3,5,1,0,2,0,2,0.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
policy_47603,1,1,1437.0,4,1,1,4,2,1,0,3,0.0,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
policy_24465,1,1,4946.0,2,3,5,2,0,3,1,4,0.0,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
policy_17564,0,0,3316.0,1,2,3,2,1,1,0,2,0.0,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
policy_11036,0,0,709.0,4,1,2,2,1,1,0,2,0.0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
policy_79619,0,0,14477.0,1,3,5,2,0,1,0,1,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_41684,0,0,6229.0,1,2,2,1,1,2,1,4,0.0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
policy_12031,0,0,3234.0,2,2,3,1,2,1,0,3,0.0,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
policy_39241,0,0,3672.0,2,2,1,2,1,1,1,3,0.0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
policy_37690,0,0,1816.0,4,1,1,1,1,1,1,3,0.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
policy_7153,0,0,4852.0,2,3,2,1,0,1,0,1,0.0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
policy_84284,0,0,4321.0,2,1,2,2,0,1,1,2,0.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_3027,0,0,1741.0,3,1,2,3,1,2,1,4,0.0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_88736,0,0,1209.0,4,2,1,6,1,1,0,2,0.0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_7455,0,0,4035.0,2,3,5,1,2,2,1,5,0.0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
policy_83205,0,0,7700.0,1,3,5,2,1,1,1,3,0.0,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_78330,0,0,7981.0,1,3,5,2,2,3,1,6,0.0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
policy_33678,1,1,4919.0,2,2,4,3,3,3,0,6,0.0,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
policy_14110,0,0,2047.0,1,1,1,1,0,1,0,1,0.0,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
policy_90168,1,0,5975.0,2,2,4,2,2,2,1,5,0.0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_61737,0,0,3606.0,1,2,3,2,1,2,0,3,0.0,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_73143,1,1,2462.0,1,2,2,3,0,1,0,1,0.0,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
policy_44310,0,0,4868.0,2,1,5,5,2,2,0,4,0.0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
policy_39733,0,0,950.0,4,1,1,3,2,2,2,6,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
policy_62653,0,0,6151.0,1,3,2,1,2,2,2,6,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_31010,0,0,10023.0,1,3,4,3,1,1,1,3,0.0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
policy_72657,1,1,6484.0,1,3,3,1,1,2,0,3,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
policy_71360,1,0,3025.0,3,3,5,3,2,2,1,5,0.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
policy_98399,0,0,17221.0,1,3,3,2,0,1,0,1,0.0,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
policy_47519,0,0,942.0,4,1,1,3,1,2,0,3,0.0,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
policy_29868,0,0,4082.0,2,2,4,1,2,3,1,6,1.0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
policy_42023,0,0,2463.0,2,2,2,2,1,1,0,2,1.0,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_20454,0,0,1586.0,4,3,5,1,1,1,1,3,0.0,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
policy_49623,0,0,5767.0,2,2,3,1,1,3,2,6,0.0,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_89936,0,0,4756.0,2,2,3,1,1,2,2,5,0.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
policy_68396,0,0,5944.0,3,1,4,3,1,1,0,2,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_36608,1,1,2055.0,1,2,4,1,0,1,0,1,0.0,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
policy_44484,0,0,4779.0,2,2,1,2,2,2,2,6,1.0,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
policy_87819,0,0,10397.0,1,2,2,1,0,1,1,2,0.0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_67894,1,1,5597.0,2,2,3,3,1,1,1,3,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_313,0,0,18849.0,1,2,1,1,1,2,0,3,0.0,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
policy_23989,1,1,1904.0,3,1,1,4,0,2,0,2,0.0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
policy_6403,0,0,3706.0,1,2,2,1,1,1,0,2,0.0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_55864,0,0,1444.0,4,1,1,3,2,3,0,5,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
policy_5372,1,1,3131.0,2,3,5,2,1,1,2,4,0.0,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
policy_24664,0,0,1978.0,4,1,4,2,0,2,0,2,0.0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
policy_22885,0,0,2988.0,2,2,3,1,2,2,0,4,0.0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
policy_1904,0,0,1363.0,4,2,5,2,0,1,1,2,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_43074,0,0,1979.0,4,2,1,2,1,2,2,5,0.0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
policy_32683,1,1,29942.0,1,3,2,1,0,3,1,4,0.0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
policy_95418,0,0,13292.0,1,3,5,1,3,1,1,5,0.0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
policy_19817,1,1,6125.0,1,3,4,1,2,1,1,4,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
policy_34747,1,1,11619.0,1,3,4,2,2,1,1,4,0.0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
policy_41390,0,0,2759.0,4,2,2,1,0,1,2,3,0.0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_95523,0,0,18125.0,1,2,3,1,2,2,0,4,0.0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
policy_52677,0,0,1337.0,2,1,3,3,1,1,0,2,0.0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
policy_15327,0,0,1869.0,4,2,1,2,2,1,0,3,0.0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
policy_12405,0,0,2635.0,3,3,2,3,3,1,0,4,0.0,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
policy_10452,0,0,1425.0,4,1,2,3,0,1,2,3,0.0,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
policy_44375,1,0,4059.0,1,2,4,4,2,2,0,4,0.0,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_24048,0,0,2221.0,2,2,1,1,1,1,0,2,1.0,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
policy_73010,0,0,4656.0,2,1,4,1,2,1,0,3,1.0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_59715,1,1,1373.0,4,1,2,1,1,1,2,4,1.0,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_46295,1,1,2039.0,2,1,1,3,0,3,0,3,0.0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_41541,1,1,1309.0,4,1,1,2,1,1,0,2,1.0,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_40309,0,0,2623.0,1,1,1,1,2,2,0,4,0.0,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
policy_66369,1,1,5986.0,2,2,3,1,0,1,0,1,0.0,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
policy_62426,0,0,10264.0,1,2,4,1,1,1,1,3,0.0,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
policy_31711,0,0,6127.0,1,3,3,6,2,2,0,4,0.0,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
policy_2196,0,0,5720.0,2,2,3,2,0,3,0,3,0.0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_80891,0,0,1757.0,4,1,1,1,3,1,0,4,0.0,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
policy_31909,0,0,5701.0,1,2,3,1,1,2,0,3,0.0,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
policy_1314,1,1,11303.0,1,3,3,1,2,1,0,3,0.0,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
policy_18787,0,0,9101.0,1,3,4,2,2,1,0,3,0.0,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
policy_71162,0,0,12566.0,1,3,5,2,0,3,0,3,0.0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_94598,0,0,5867.0,1,3,5,2,1,2,0,3,0.0,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
policy_15117,0,0,1176.0,4,2,2,1,3,1,1,5,0.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
policy_40566,0,0,1017.0,4,2,3,2,2,2,1,5,0.0,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
policy_5569,1,1,706.0,4,1,1,3,0,3,0,3,0.0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_37020,0,0,1840.0,4,2,4,1,1,1,0,2,1.0,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
policy_17057,0,0,1377.0,4,1,1,2,0,1,0,1,0.0,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
policy_20850,0,0,1975.0,4,2,3,2,1,1,0,2,0.0,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
policy_69168,0,0,4328.0,2,3,5,1,1,1,0,2,0.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
policy_26006,0,0,2378.0,2,1,1,2,2,2,0,4,0.0,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
policy_15712,1,1,3707.0,2,2,2,2,1,1,0,2,0.0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
policy_15556,0,0,4098.0,4,2,2,1,3,1,2,6,0.0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
policy_91991,1,1,8466.0,1,1,1,1,1,1,1,3,0.0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
policy_10867,0,0,2596.0,3,2,3,3,2,2,0,4,0.0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
policy_54197,0,0,2702.0,3,2,5,1,1,3,0,4,0.0,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
policy_71032,0,0,11368.0,1,3,1,1,1,3,0,4,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_45483,0,0,2577.0,2,2,5,1,2,2,0,4,0.0,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
policy_60413,0,0,4136.0,3,2,2,1,1,3,1,5,0.0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_47649,1,1,2065.0,3,1,2,3,1,2,1,4,0.0,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
policy_82152,0,0,3566.0,2,1,2,2,1,1,1,3,0.0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_66936,1,1,6531.0,1,3,5,1,1,3,0,4,0.0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
policy_50934,0,0,3832.0,2,2,5,3,1,3,0,4,0.0,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_10865,0,0,4163.0,2,2,2,1,3,3,0,6,0.0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
policy_81596,0,0,2199.0,2,2,2,1,0,1,0,1,0.0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
policy_20479,0,0,6986.0,1,3,5,3,2,1,2,5,0.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
policy_1067,1,1,20234.0,2,3,2,5,1,1,0,2,0.0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
policy_39971,0,0,2122.0,2,3,5,3,2,1,2,5,0.0,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
policy_32846,0,0,23207.0,2,1,1,1,1,1,0,2,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
policy_13308,0,0,4262.0,1,1,1,3,1,2,0,3,0.0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
policy_57599,0,0,2663.0,2,3,5,2,1,1,0,2,0.0,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
policy_82383,0,0,7273.0,1,2,3,2,1,1,1,3,0.0,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
policy_70668,1,0,3304.0,1,2,3,2,0,1,0,1,0.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
policy_46862,1,0,1557.0,4,2,2,2,1,1,1,3,0.0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
policy_10830,1,1,1362.0,4,1,2,1,1,3,0,4,1.0,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
policy_93598,1,1,3213.0,1,1,1,1,2,1,1,4,0.0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
policy_31251,0,0,19064.0,1,3,5,2,2,2,0,4,0.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
